Operating Station No.,应到总票数,Qty | Arrived,Data Date
JHR301,10969,9852,2025-04-15
JHR357,7856,11147,2025-04-15
JHR361,4234,4192,2025-04-15
JHR369,2031,1922,2025-04-15
JHR371,8985,8815,2025-04-15
JHR374,3062,3282,2025-04-15
JHR378,3438,3740,2025-04-15
JHR043,0,1,2025-04-15
JHR345,12264,12667,2025-04-15
JHR7564,1372,1414,2025-04-15
JHR382,2900,3625,2025-04-15
JHR384,4341,4726,2025-04-15
JHR302,8209,9216,2025-04-15
JHR315,5620,5134,2025-04-15
JHR7563,3842,3705,2025-04-15
JHR334,6403,4768,2025-04-15
JHR7422,2141,2077,2025-04-15
JHR360,7107,5277,2025-04-15
JHR386,11,0,2025-04-15
JHR307,6408,4915,2025-04-15
JHR310,19202,18400,2025-04-15
JHR319,5182,4281,2025-04-15
JHR7402,3091,0,2025-04-15
JHR343,5797,5781,2025-04-15
JHR366,3257,3332,2025-04-15
JHR373,5191,5292,2025-04-15
JHR376,7408,6498,2025-04-15
JHR385,1642,1373,2025-04-15
JHR435,3142,4078,2025-04-15
JHR341,4204,4292,2025-04-15
JHR356,8572,7409,2025-04-15
JHR372,2514,2657,2025-04-15
JHR7401,2389,2418,2025-04-15
JHR383,2151,2208,2025-04-15
JHR389,3407,3372,2025-04-15
JHR336,6824,4171,2025-04-15
JHR362,7298,8844,2025-04-15
JHR368,6551,7735,2025-04-15
JHR370,6060,6366,2025-04-15
JHR349,6339,6482,2025-04-15
JHR350,4262,5071,2025-04-15
JHR359,11053,9713,2025-04-15
JHR365,6834,6872,2025-04-15
JHR375,2979,3089,2025-04-15
JHR377,10979,1191,2025-04-15
JHR380,2,440,2025-04-15
JHR429,2187,2225,2025-04-15
JHR354,6286,6407,2025-04-15
JHR7429,0,2748,2025-04-15
JHR358,2261,3879,2025-04-15
JHR7561,1738,1779,2025-04-15
JHR301,5724,11644,2025-04-14
JHR357,12617,11639,2025-04-14
JHR361,3361,4091,2025-04-14
JHR369,2470,2495,2025-04-14
JHR371,6914,7863,2025-04-14
JHR374,2179,2923,2025-04-14
JHR378,434,3067,2025-04-14
JHR345,11181,11113,2025-04-14
JHR7564,1521,1567,2025-04-14
JHR382,3007,3280,2025-04-14
JHR384,4440,4194,2025-04-14
JHR302,4211,7534,2025-04-14
JHR315,6140,8699,2025-04-14
JHR7563,2621,3854,2025-04-14
JHR334,3818,4242,2025-04-14
JHR7422,842,981,2025-04-14
JHR360,2150,10037,2025-04-14
JHR386,7,0,2025-04-14
JHR307,2432,4999,2025-04-14
JHR310,17825,20813,2025-04-14
JHR319,2351,3931,2025-04-14
JHR343,5569,7086,2025-04-14
JHR366,2781,2844,2025-04-14
JHR373,5032,5383,2025-04-14
JHR376,3238,5110,2025-04-14
JHR385,497,1169,2025-04-14
JHR435,4929,4185,2025-04-14
JHR341,2272,4837,2025-04-14
JHR356,3955,5534,2025-04-14
JHR372,1416,2477,2025-04-14
JHR7401,2232,2417,2025-04-14
JHR383,1069,2165,2025-04-14
JHR389,2350,3298,2025-04-14
JHR336,6354,13255,2025-04-14
JHR362,8073,11242,2025-04-14
JHR368,2777,4332,2025-04-14
JHR370,5416,5309,2025-04-14
JHR349,3142,6113,2025-04-14
JHR350,4332,3876,2025-04-14
JHR359,13044,13639,2025-04-14
JHR365,3880,5924,2025-04-14
JHR375,2975,3050,2025-04-14
JHR377,7678,7925,2025-04-14
JHR380,1567,1016,2025-04-14
JHR429,3023,3090,2025-04-14
JHR354,4844,6167,2025-04-14
JHR7429,0,1817,2025-04-14
JHR358,1837,2810,2025-04-14
JHR7561,1659,1641,2025-04-14
JHR301,14054,9641,2025-04-13
JHR357,8889,8048,2025-04-13
JHR361,5339,5466,2025-04-13
JHR369,1591,2974,2025-04-13
JHR371,10880,10552,2025-04-13
JHR374,4359,3724,2025-04-13
JHR378,6364,4458,2025-04-13
JHR345,13680,13656,2025-04-13
JHR7564,823,848,2025-04-13
JHR382,3687,3781,2025-04-13
JHR384,4692,5247,2025-04-13
JHR302,11199,7773,2025-04-13
JHR315,9298,6316,2025-04-13
JHR7563,4751,4021,2025-04-13
JHR334,5728,5109,2025-04-13
JHR7422,1747,1917,2025-04-13
JHR360,9994,3948,2025-04-13
JHR379,9,53,2025-04-13
JHR386,512,0,2025-04-13
JHR307,7275,5094,2025-04-13
JHR310,23755,21466,2025-04-13
JHR319,5458,4076,2025-04-13
JHR343,7169,5002,2025-04-13
JHR366,3219,3276,2025-04-13
JHR7598,780,0,2025-04-13
JHR373,6548,6631,2025-04-13
JHR376,7149,5594,2025-04-13
JHR385,1750,1240,2025-04-13
JHR435,4273,4519,2025-04-13
JHR341,8376,6108,2025-04-13
JHR356,9480,8084,2025-04-13
JHR372,3243,2274,2025-04-13
JHR7401,2939,3055,2025-04-13
JHR383,2941,2218,2025-04-13
JHR389,3577,3055,2025-04-13
JHR336,16663,10156,2025-04-13
JHR362,13997,10607,2025-04-13
JHR368,8723,6576,2025-04-13
JHR370,6435,6529,2025-04-13
JHR349,8479,5812,2025-04-13
JHR350,4434,4707,2025-04-13
JHR359,11009,11341,2025-04-13
JHR365,8682,7505,2025-04-13
JHR375,3612,3677,2025-04-13
JHR377,2968,3102,2025-04-13
JHR380,2467,1281,2025-04-13
JHR429,2264,2330,2025-04-13
JHR354,6651,6992,2025-04-13
JHR7429,0,1683,2025-04-13
JHR358,2920,2419,2025-04-13
JHR7561,1421,1455,2025-04-13
JHR301,13270,12632,2025-04-12
JHR357,11172,11363,2025-04-12
JHR361,3021,4275,2025-04-12
JHR369,2103,2756,2025-04-12
JHR371,4657,8220,2025-04-12
JHR374,3267,3619,2025-04-12
JHR378,2405,6677,2025-04-12
JHR345,14031,13841,2025-04-12
JHR7564,1380,1406,2025-04-12
JHR382,3451,3838,2025-04-12
JHR384,4763,5342,2025-04-12
JHR302,7008,10756,2025-04-12
JHR315,5221,8700,2025-04-12
JHR7563,3666,4930,2025-04-12
JHR334,4744,5150,2025-04-12
JHR7422,1615,1806,2025-04-12
JHR360,6396,8079,2025-04-12
JHR379,319,278,2025-04-12
JHR386,442,0,2025-04-12
JHR307,4680,4920,2025-04-12
JHR310,13541,20941,2025-04-12
JHR319,4841,5619,2025-04-12
JHR343,5032,7221,2025-04-12
JHR366,3194,3246,2025-04-12
JHR7598,262,0,2025-04-12
JHR373,5371,5260,2025-04-12
JHR376,5254,7152,2025-04-12
JHR381,0,24,2025-04-12
JHR385,1113,1379,2025-04-12
JHR435,3537,4001,2025-04-12
JHR341,3672,4078,2025-04-12
JHR356,6833,7090,2025-04-12
JHR372,3031,3102,2025-04-12
JHR7401,2115,2087,2025-04-12
JHR383,3069,2930,2025-04-12
JHR389,3755,3555,2025-04-12
JHR336,9918,10952,2025-04-12
JHR362,7925,10978,2025-04-12
JHR368,5310,7500,2025-04-12
JHR370,6070,6316,2025-04-12
JHR349,7512,7649,2025-04-12
JHR350,4990,5173,2025-04-12
JHR359,7891,8109,2025-04-12
JHR365,6388,8106,2025-04-12
JHR375,3841,3918,2025-04-12
JHR377,6186,6243,2025-04-12
JHR380,2732,3351,2025-04-12
JHR429,2786,2846,2025-04-12
JHR354,8875,7934,2025-04-12
JHR7429,0,1765,2025-04-12
JHR358,2826,2652,2025-04-12
JHR7561,2007,2049,2025-04-12
JHR301,11149,12817,2025-04-11
JHR357,10317,9427,2025-04-11
JHR361,5019,4332,2025-04-11
JHR369,3146,3285,2025-04-11
JHR371,10017,9185,2025-04-11
JHR374,4247,4800,2025-04-11
JHR378,3734,360,2025-04-11
JHR041,0,2,2025-04-11
JHR345,8780,14838,2025-04-11
JHR7564,831,866,2025-04-11
JHR382,4583,4377,2025-04-11
JHR384,3301,6263,2025-04-11
JHR302,15081,12021,2025-04-11
JHR315,5072,6902,2025-04-11
JHR7563,4012,4174,2025-04-11
JHR334,3803,5664,2025-04-11
JHR7422,2162,2436,2025-04-11
JHR360,7916,8657,2025-04-11
JHR379,1221,108,2025-04-11
JHR386,4,0,2025-04-11
JHR307,5711,5844,2025-04-11
JHR310,26563,21539,2025-04-11
JHR319,4130,3666,2025-04-11
JHR343,7027,6868,2025-04-11
JHR366,3711,3840,2025-04-11
JHR7598,1,0,2025-04-11
JHR373,6145,6360,2025-04-11
JHR376,8415,6782,2025-04-11
JHR381,0,210,2025-04-11
JHR385,1259,1706,2025-04-11
JHR435,4505,4146,2025-04-11
JHR341,4390,4096,2025-04-11
JHR356,6628,8936,2025-04-11
JHR372,2754,2931,2025-04-11
JHR7401,1721,2538,2025-04-11
JHR383,2094,2487,2025-04-11
JHR389,3340,5387,2025-04-11
JHR336,8267,12273,2025-04-11
JHR362,9872,11530,2025-04-11
JHR368,7200,7973,2025-04-11
JHR370,7353,7283,2025-04-11
JHR349,5956,6366,2025-04-11
JHR350,5253,5662,2025-04-11
JHR359,10136,11298,2025-04-11
JHR365,5245,7672,2025-04-11
JHR375,2921,3139,2025-04-11
JHR377,3255,5057,2025-04-11
JHR380,3586,4036,2025-04-11
JHR429,3239,3310,2025-04-11
JHR354,6491,8423,2025-04-11
JHR7429,0,1139,2025-04-11
JHR358,3025,3207,2025-04-11
JHR7561,1224,1270,2025-04-11
JHR301,10998,11701,2025-04-10
JHR357,10150,9709,2025-04-10
JHR361,4580,4565,2025-04-10
JHR369,2980,3006,2025-04-10
JHR371,10830,9120,2025-04-10
JHR374,3621,2924,2025-04-10
JHR378,3552,6207,2025-04-10
JHR345,18995,13346,2025-04-10
JHR7564,1165,1202,2025-04-10
JHR382,4103,4330,2025-04-10
JHR384,6454,5461,2025-04-10
JHR302,12488,11987,2025-04-10
JHR315,9353,7911,2025-04-10
JHR7563,3923,5095,2025-04-10
JHR334,6576,5682,2025-04-10
JHR7422,1864,2042,2025-04-10
JHR360,8882,8704,2025-04-10
JHR379,21,136,2025-04-10
JHR307,5654,5538,2025-04-10
JHR310,25185,26423,2025-04-10
JHR319,3704,3790,2025-04-10
JHR343,7115,6330,2025-04-10
JHR366,3120,3153,2025-04-10
JHR373,4564,4721,2025-04-10
JHR376,6070,6117,2025-04-10
JHR385,1571,1216,2025-04-10
JHR435,3176,3800,2025-04-10
JHR341,2888,4370,2025-04-10
JHR356,9846,7713,2025-04-10
JHR372,2812,2743,2025-04-10
JHR7401,2932,2730,2025-04-10
JHR383,2583,2352,2025-04-10
JHR389,3166,3284,2025-04-10
JHR336,16601,14338,2025-04-10
JHR362,13357,10558,2025-04-10
JHR368,8551,7034,2025-04-10
JHR370,5664,5751,2025-04-10
JHR349,6021,6020,2025-04-10
JHR350,4367,5784,2025-04-10
JHR359,10501,11742,2025-04-10
JHR365,9002,6652,2025-04-10
JHR375,3016,3175,2025-04-10
JHR377,7616,6380,2025-04-10
JHR380,2610,2725,2025-04-10
JHR429,2340,2399,2025-04-10
JHR354,9881,6985,2025-04-10
JHR358,2290,2418,2025-04-10
JHR7561,1083,1201,2025-04-10
JHR301,13232,13628,2025-04-09
JHR357,10347,11136,2025-04-09
JHR361,4309,4482,2025-04-09
JHR369,1303,2952,2025-04-09
JHR371,8774,9116,2025-04-09
JHR374,1954,2105,2025-04-09
JHR378,3681,5008,2025-04-09
JHR345,12689,13370,2025-04-09
JHR7564,1021,1062,2025-04-09
JHR382,2005,3302,2025-04-09
JHR384,2169,5405,2025-04-09
JHR302,5230,8969,2025-04-09
JHR315,4890,6938,2025-04-09
JHR7563,4132,5217,2025-04-09
JHR334,2981,4823,2025-04-09
JHR7422,1645,1743,2025-04-09
JHR360,4282,5054,2025-04-09
JHR379,0,149,2025-04-09
JHR386,1356,0,2025-04-09
JHR307,3242,4981,2025-04-09
JHR310,15459,15182,2025-04-09
JHR319,3718,3777,2025-04-09
JHR343,5982,6116,2025-04-09
JHR366,3162,3220,2025-04-09
JHR7598,721,0,2025-04-09
JHR373,6522,6760,2025-04-09
JHR376,8474,9312,2025-04-09
JHR385,850,1361,2025-04-09
JHR435,4403,3828,2025-04-09
JHR341,5302,4540,2025-04-09
JHR356,7103,7265,2025-04-09
JHR372,2674,2736,2025-04-09
JHR7401,2546,2439,2025-04-09
JHR383,2263,2419,2025-04-09
JHR389,3209,4067,2025-04-09
JHR336,6202,13734,2025-04-09
JHR362,10075,10235,2025-04-09
JHR368,4215,6282,2025-04-09
JHR370,6121,6217,2025-04-09
JHR349,4897,5883,2025-04-09
JHR350,4847,5304,2025-04-09
JHR359,9638,10817,2025-04-09
JHR365,6263,7035,2025-04-09
JHR375,3500,3526,2025-04-09
JHR377,5267,5576,2025-04-09
JHR380,1454,1612,2025-04-09
JHR429,2582,2642,2025-04-09
JHR354,4566,7027,2025-04-09
JHR358,2399,2579,2025-04-09
JHR7561,1643,1596,2025-04-09
JHR301,9336,8485,2025-04-08
JHR357,7946,15183,2025-04-08
JHR361,3761,3807,2025-04-08
JHR369,3352,2560,2025-04-08
JHR371,7701,7631,2025-04-08
JHR374,1850,2094,2025-04-08
JHR378,3195,970,2025-04-08
JHR043,0,2,2025-04-08
JHR345,10358,11058,2025-04-08
JHR7564,992,1014,2025-04-08
JHR382,3652,3297,2025-04-08
JHR384,5294,10859,2025-04-08
JHR302,13769,13375,2025-04-08
JHR315,6862,8872,2025-04-08
JHR7563,3157,4500,2025-04-08
JHR334,4900,4439,2025-04-08
JHR7422,1445,1543,2025-04-08
JHR360,4817,6589,2025-04-08
JHR379,0,431,2025-04-08
JHR386,1994,0,2025-04-08
JHR307,6120,4519,2025-04-08
JHR310,17814,17381,2025-04-08
JHR319,3254,3476,2025-04-08
JHR7402,19,0,2025-04-08
JHR343,5762,5450,2025-04-08
JHR366,2516,2557,2025-04-08
JHR373,4453,4397,2025-04-08
JHR376,3453,3126,2025-04-08
JHR385,1322,1132,2025-04-08
JHR435,2986,3140,2025-04-08
JHR341,4297,3526,2025-04-08
JHR356,6601,6772,2025-04-08
JHR372,2397,2469,2025-04-08
JHR7401,2206,2325,2025-04-08
JHR383,2171,2175,2025-04-08
JHR389,2625,3846,2025-04-08
JHR336,8415,14118,2025-04-08
JHR362,8358,9391,2025-04-08
JHR368,6358,5639,2025-04-08
JHR370,4995,5085,2025-04-08
JHR349,5610,4802,2025-04-08
JHR350,4103,4789,2025-04-08
JHR359,8793,9160,2025-04-08
JHR365,5680,5378,2025-04-08
JHR375,2838,2858,2025-04-08
JHR377,3658,4090,2025-04-08
JHR380,1879,2163,2025-04-08
JHR429,2114,2183,2025-04-08
JHR354,6692,6265,2025-04-08
JHR358,2077,3524,2025-04-08
JHR7561,1439,1463,2025-04-08
JHR301,10451,13362,2025-04-07
JHR357,8490,12031,2025-04-07
JHR361,3169,3669,2025-04-07
JHR369,2149,2262,2025-04-07
JHR371,4518,7028,2025-04-07
JHR374,2687,2806,2025-04-07
JHR378,3216,4022,2025-04-07
JHR041,0,3,2025-04-07
JHR345,9054,10327,2025-04-07
JHR7564,990,1032,2025-04-07
JHR382,3549,3596,2025-04-07
JHR384,549,1440,2025-04-07
JHR302,1355,3157,2025-04-07
JHR315,5220,7343,2025-04-07
JHR7563,2949,5077,2025-04-07
JHR334,4276,4466,2025-04-07
JHR7422,1149,1218,2025-04-07
JHR360,5934,6276,2025-04-07
JHR379,2349,7845,2025-04-07
JHR307,2566,3951,2025-04-07
JHR310,16128,19793,2025-04-07
JHR319,2584,4126,2025-04-07
JHR343,5062,6593,2025-04-07
JHR366,2369,2544,2025-04-07
JHR7598,46,0,2025-04-07
JHR373,2863,4655,2025-04-07
JHR376,4651,9809,2025-04-07
JHR385,884,1074,2025-04-07
JHR435,2595,2816,2025-04-07
JHR341,2380,3214,2025-04-07
JHR356,3783,5716,2025-04-07
JHR372,1283,1994,2025-04-07
JHR7401,2597,3012,2025-04-07
JHR383,1855,3378,2025-04-07
JHR389,2544,2668,2025-04-07
JHR336,16159,8737,2025-04-07
JHR362,8934,8448,2025-04-07
JHR368,4020,5549,2025-04-07
JHR370,3918,4165,2025-04-07
JHR349,4258,4606,2025-04-07
JHR350,3720,5402,2025-04-07
JHR359,6350,9458,2025-04-07
JHR365,4010,5174,2025-04-07
JHR375,2099,2683,2025-04-07
JHR377,4625,4658,2025-04-07
JHR380,1595,1916,2025-04-07
JHR429,1310,2050,2025-04-07
JHR354,6520,5101,2025-04-07
JHR358,1262,659,2025-04-07
JHR7561,1140,1167,2025-04-07
JHR301,6786,9764,2025-04-06
JHR357,5848,7664,2025-04-06
JHR361,3576,3689,2025-04-06
JHR369,2550,2722,2025-04-06
JHR371,8958,7281,2025-04-06
JHR374,614,1470,2025-04-06
JHR378,2644,4283,2025-04-06
JHR345,13096,11522,2025-04-06
JHR7564,898,936,2025-04-06
JHR382,2488,3708,2025-04-06
JHR302,8236,10432,2025-04-06
JHR315,6768,6902,2025-04-06
JHR7563,3589,492,2025-04-06
JHR334,3470,5460,2025-04-06
JHR7422,1529,1677,2025-04-06
JHR360,5454,7322,2025-04-06
JHR379,2348,5995,2025-04-06
JHR307,5948,5062,2025-04-06
JHR310,19135,16722,2025-04-06
JHR319,2502,4020,2025-04-06
JHR343,5231,4677,2025-04-06
JHR366,2677,2609,2025-04-06
JHR373,4765,4787,2025-04-06
JHR376,4654,1028,2025-04-06
JHR385,1019,1203,2025-04-06
JHR435,3336,3281,2025-04-06
JHR341,2963,3458,2025-04-06
JHR356,8210,6852,2025-04-06
JHR372,2664,2140,2025-04-06
JHR7401,728,2417,2025-04-06
JHR383,2654,2336,2025-04-06
JHR389,2818,3007,2025-04-06
JHR336,4734,7965,2025-04-06
JHR362,7125,8759,2025-04-06
JHR368,5170,6703,2025-04-06
JHR370,4601,4522,2025-04-06
JHR349,4834,4730,2025-04-06
JHR350,5070,5726,2025-04-06
JHR359,10455,11330,2025-04-06
JHR365,6128,5867,2025-04-06
JHR375,3836,3356,2025-04-06
JHR377,4159,4292,2025-04-06
JHR380,1845,2366,2025-04-06
JHR429,3167,2527,2025-04-06
JHR354,5676,6083,2025-04-06
JHR358,2532,2913,2025-04-06
JHR7561,1442,1477,2025-04-06
JHR301,14290,11904,2025-04-05
JHR357,12684,5372,2025-04-05
JHR361,3407,3955,2025-04-05
JHR369,1780,2956,2025-04-05
JHR371,6285,7962,2025-04-05
JHR374,3199,2785,2025-04-05
JHR378,5000,5046,2025-04-05
JHR041,0,15,2025-04-05
JHR345,8336,11519,2025-04-05
JHR7564,885,964,2025-04-05
JHR382,4762,4037,2025-04-05
JHR302,8313,9601,2025-04-05
JHR315,4664,1284,2025-04-05
JHR7563,2600,2088,2025-04-05
JHR334,6177,5665,2025-04-05
JHR7422,1544,1718,2025-04-05
JHR360,6456,7467,2025-04-05
JHR379,3239,817,2025-04-05
JHR307,2925,3764,2025-04-05
JHR310,15429,16983,2025-04-05
JHR319,3500,3331,2025-04-05
JHR343,3950,5096,2025-04-05
JHR366,2592,2646,2025-04-05
JHR7598,186,0,2025-04-05
JHR373,5221,4478,2025-04-05
JHR376,7397,6201,2025-04-05
JHR385,1274,1388,2025-04-05
JHR435,2535,3341,2025-04-05
JHR341,3292,3566,2025-04-05
JHR356,5905,7778,2025-04-05
JHR372,2054,2181,2025-04-05
JHR7401,2790,2268,2025-04-05
JHR383,2622,1736,2025-04-05
JHR389,2781,2949,2025-04-05
JHR336,11874,9185,2025-04-05
JHR362,8424,10919,2025-04-05
JHR368,6034,6055,2025-04-05
JHR370,3163,4606,2025-04-05
JHR349,5096,5240,2025-04-05
JHR350,3749,4031,2025-04-05
JHR359,10116,10218,2025-04-05
JHR365,4805,5391,2025-04-05
JHR375,2891,2958,2025-04-05
JHR377,3682,4699,2025-04-05
JHR380,2009,2229,2025-04-05
JHR429,2104,2217,2025-04-05
JHR354,4180,5863,2025-04-05
JHR358,2043,3612,2025-04-05
JHR7561,1119,1147,2025-04-05
JHR301,7577,6727,2025-04-03
JHR357,7518,6053,2025-04-03
JHR361,1540,1946,2025-04-03
JHR369,1978,1737,2025-04-03
JHR371,3731,3997,2025-04-03
JHR374,1769,1572,2025-04-03
JHR378,2903,2811,2025-04-03
JHR041,0,2,2025-04-03
JHR345,8629,6682,2025-04-03
JHR7564,429,450,2025-04-03
JHR7421,0,1,2025-04-03
JHR382,2297,2521,2025-04-03
JHR302,4276,5568,2025-04-03
JHR315,5919,4399,2025-04-03
JHR7563,1488,1996,2025-04-03
JHR334,2709,3369,2025-04-03
JHR7422,823,947,2025-04-03
JHR360,4408,3252,2025-04-03
JHR379,2125,3516,2025-04-03
JHR386,2,0,2025-04-03
JHR307,3023,2071,2025-04-03
JHR310,8747,11266,2025-04-03
JHR319,1851,1682,2025-04-03
JHR343,4724,3421,2025-04-03
JHR366,1249,1388,2025-04-03
JHR7598,332,0,2025-04-03
JHR373,2348,2634,2025-04-03
JHR376,3313,3499,2025-04-03
JHR385,1213,833,2025-04-03
JHR435,2516,1649,2025-04-03
JHR341,1261,1750,2025-04-03
JHR356,6898,4657,2025-04-03
JHR372,838,842,2025-04-03
JHR7401,2295,1828,2025-04-03
JHR383,1146,1270,2025-04-03
JHR389,1583,1617,2025-04-03
JHR336,8041,4735,2025-04-03
JHR362,7014,5276,2025-04-03
JHR368,5366,3798,2025-04-03
JHR370,2064,2245,2025-04-03
JHR349,3325,2819,2025-04-03
JHR350,1725,1886,2025-04-03
JHR359,4445,4828,2025-04-03
JHR365,4655,2948,2025-04-03
JHR375,1467,1499,2025-04-03
JHR377,3325,2569,2025-04-03
JHR380,1134,1608,2025-04-03
JHR429,1174,1157,2025-04-03
JHR354,2471,3000,2025-04-03
JHR358,2210,1247,2025-04-03
JHR7561,562,599,2025-04-03
JHR301,8904,8800,2025-04-04
JHR357,8140,7475,2025-04-04
JHR361,4585,3952,2025-04-04
JHR369,2905,3146,2025-04-04
JHR371,9435,8238,2025-04-04
JHR374,614,1392,2025-04-04
JHR378,4045,4285,2025-04-04
JHR345,12310,13078,2025-04-04
JHR7564,953,1006,2025-04-04
JHR382,4050,4062,2025-04-04
JHR302,9059,8994,2025-04-04
JHR315,7080,10115,2025-04-04
JHR7563,4933,1919,2025-04-04
JHR334,6167,5793,2025-04-04
JHR7422,1719,1758,2025-04-04
JHR360,5205,5265,2025-04-04
JHR379,5268,5936,2025-04-04
JHR386,1,0,2025-04-04
JHR307,4427,4656,2025-04-04
JHR310,19093,20767,2025-04-04
JHR319,4910,3125,2025-04-04
JHR343,5718,6056,2025-04-04
JHR366,2801,2870,2025-04-04
JHR373,4870,4735,2025-04-04
JHR376,5707,6747,2025-04-04
JHR385,1338,1578,2025-04-04
JHR435,2943,3310,2025-04-04
JHR341,4833,3606,2025-04-04
JHR356,7438,8392,2025-04-04
JHR372,1751,1838,2025-04-04
JHR7401,3170,2745,2025-04-04
JHR383,3137,3236,2025-04-04
JHR389,3136,3063,2025-04-04
JHR7589,114,0,2025-04-04
JHR336,7367,8554,2025-04-04
JHR362,9807,8839,2025-04-04
JHR368,6800,7130,2025-04-04
JHR370,5685,4655,2025-04-04
JHR349,3879,5516,2025-04-04
JHR350,5709,5143,2025-04-04
JHR359,8896,7324,2025-04-04
JHR365,4230,7172,2025-04-04
JHR375,3201,3293,2025-04-04
JHR377,3728,4700,2025-04-04
JHR380,1910,3514,2025-04-04
JHR429,2330,2422,2025-04-04
JHR354,8001,6383,2025-04-04
JHR358,2181,460,2025-04-04
JHR7561,1285,1323,2025-04-04
JHR301,6683,5833,2025-04-02
JHR357,6937,5410,2025-04-02
JHR361,2043,2074,2025-04-02
JHR369,1839,1459,2025-04-02
JHR371,3871,4098,2025-04-02
JHR374,1417,1405,2025-04-02
JHR378,2635,2525,2025-04-02
JHR041,0,2,2025-04-02
JHR345,7778,6005,2025-04-02
JHR7564,591,607,2025-04-02
JHR382,2276,2347,2025-04-02
JHR302,5475,550,2025-04-02
JHR315,4620,3760,2025-04-02
JHR7563,2369,1943,2025-04-02
JHR334,3378,3127,2025-04-02
JHR7422,819,896,2025-04-02
JHR360,2930,3012,2025-04-02
JHR379,2842,2884,2025-04-02
JHR386,2,0,2025-04-02
JHR307,2011,1881,2025-04-02
JHR310,9946,4957,2025-04-02
JHR319,2387,1991,2025-04-02
JHR343,4102,3657,2025-04-02
JHR366,1404,1336,2025-04-02
JHR7598,63,0,2025-04-02
JHR373,2743,2453,2025-04-02
JHR376,3860,3122,2025-04-02
JHR385,872,790,2025-04-02
JHR435,1441,1465,2025-04-02
JHR341,1982,1597,2025-04-02
JHR356,3940,4058,2025-04-02
JHR372,952,769,2025-04-02
JHR7401,1751,1735,2025-04-02
JHR383,1506,1554,2025-04-02
JHR389,1369,1418,2025-04-02
JHR336,8355,8227,2025-04-02
JHR362,5776,4684,2025-04-02
JHR368,3120,3239,2025-04-02
JHR370,2203,2141,2025-04-02
JHR349,2885,2415,2025-04-02
JHR350,2124,2318,2025-04-02
JHR359,5349,4966,2025-04-02
JHR365,2705,2723,2025-04-02
JHR375,1681,1746,2025-04-02
JHR377,3152,3149,2025-04-02
JHR380,1090,1257,2025-04-02
JHR429,948,995,2025-04-02
JHR354,3567,2919,2025-04-02
JHR358,1296,1296,2025-04-02
JHR7561,718,757,2025-04-02
JHR301,0,93,2025-04-01
JHR357,0,12,2025-04-01
JHR361,0,8,2025-04-01
JHR371,0,25,2025-04-01
JHR374,0,16,2025-04-01
JHR378,0,470,2025-04-01
JHR345,0,3,2025-04-01
JHR7564,0,10,2025-04-01
JHR382,0,44,2025-04-01
JHR302,0,229,2025-04-01
JHR315,0,23,2025-04-01
JHR7563,0,3,2025-04-01
JHR334,0,56,2025-04-01
JHR7422,0,6,2025-04-01
JHR360,0,24,2025-04-01
JHR379,0,82,2025-04-01
JHR310,0,810,2025-04-01
JHR319,0,1,2025-04-01
JHR343,0,11,2025-04-01
JHR366,0,2,2025-04-01
JHR373,0,29,2025-04-01
JHR376,0,101,2025-04-01
JHR385,0,21,2025-04-01
JHR435,0,7,2025-04-01
JHR341,0,3,2025-04-01
JHR356,0,5,2025-04-01
JHR372,0,3,2025-04-01
JHR7401,0,3,2025-04-01
JHR389,0,34,2025-04-01
JHR336,0,332,2025-04-01
JHR362,0,33,2025-04-01
JHR368,0,102,2025-04-01
JHR349,0,3,2025-04-01
JHR350,0,10,2025-04-01
JHR359,0,205,2025-04-01
JHR365,0,49,2025-04-01
JHR377,65,545,2025-04-01
JHR380,0,2,2025-04-01
JHR429,0,2,2025-04-01
