DP No. | Delivery,Destination Postcode,T+3_Date,AWB_COD_N,AWB_COD_Y,AWB_NCOD_N,AWB_NCOD_Y
JHR315,81200,2025-03-30,0,7,0,5
JHR315,81250,2025-03-30,0,5,0,2
JHR315,81300,2025-03-30,35,425,7,729
JHR315,81310,2025-03-30,3,12,0,11
JHR315,81400,2025-03-30,66,1554,4,2021
JHR315,81410,2025-03-30,1,18,0,9
JHR315,81500,2025-03-30,0,3,0,0
JHR315,81550,2025-03-30,0,1,0,0
JHR315,81560,2025-03-30,0,1,0,0
JHR315,81700,2025-03-30,0,1,0,0
JHR315,82100,2025-03-30,1,1,0,0
JHR315,83100,2025-03-30,0,1,0,0
JHR315,84000,2025-03-30,0,1,0,0
JHR315,89000,2025-03-30,0,1,0,0
JHR315,89150,2025-03-30,0,1,0,0
JHR315,89600,2025-03-30,0,1,0,0
JHR315,90000,2025-03-30,0,3,0,0
JHR315,91000,2025-03-30,0,1,0,0
JHR315,91300,2025-03-30,0,1,0,0
JHR315,9300,2025-03-30,0,1,0,0
JHR315,93050,2025-03-30,0,2,0,0
JHR315,94600,2025-03-30,0,1,0,0
JHR319,42700,2025-03-30,1,0,0,0
JHR319,6010,2025-03-30,0,1,0,0
JHR319,81300,2025-03-30,0,1,0,0
JHR319,81700,2025-03-30,0,1,0,0
JHR319,83000,2025-03-30,0,1,0,0
JHR319,84030,2025-03-30,0,4,0,2
JHR319,85000,2025-03-30,0,155,0,49
JHR319,85030,2025-03-30,0,42,0,23
JHR319,85040,2025-03-30,0,1,0,2
JHR319,85070,2025-03-30,0,1,0,0
JHR319,85300,2025-03-30,2,649,0,456
JHR319,85400,2025-03-30,0,217,0,138
JHR319,86500,2025-03-30,1,135,0,26
JHR319,86800,2025-03-30,0,1,0,0
JHR319,88722,2025-03-30,0,0,1,0
JHR334,11960,2025-03-30,0,1,0,0
JHR334,13310,2025-03-30,0,2,0,0
JHR334,13700,2025-03-30,0,1,0,0
JHR334,16100,2025-03-30,0,2,0,0
JHR334,16310,2025-03-30,0,1,0,0
JHR334,16450,2025-03-30,0,1,0,0
JHR334,18000,2025-03-30,0,1,0,0
JHR334,28000,2025-03-30,0,1,0,0
JHR334,32800,2025-03-30,0,1,0,0
JHR334,33400,2025-03-30,0,1,0,0
JHR334,34500,2025-03-30,0,0,0,1
JHR334,40000,2025-03-30,0,3,0,0
JHR334,40200,2025-03-30,0,1,0,0
JHR334,40300,2025-03-30,0,1,0,0
JHR334,40460,2025-03-30,0,0,0,1
JHR334,41200,2025-03-30,0,3,0,0
JHR334,42000,2025-03-30,0,1,0,0
JHR334,42700,2025-03-30,0,1,0,0
JHR334,43800,2025-03-30,0,1,0,0
JHR334,47801,2025-03-30,0,1,0,0
JHR334,50100,2025-03-30,0,1,0,0
JHR334,56000,2025-03-30,0,1,0,0
JHR334,80000,2025-03-30,0,25,0,10
JHR334,80050,2025-03-30,0,9,0,3
JHR334,80100,2025-03-30,0,6,0,5
JHR334,80110,2025-03-30,0,2,0,1
JHR334,80150,2025-03-30,0,7,0,3
JHR334,80200,2025-03-30,1,13,0,10
JHR334,80250,2025-03-30,11,349,0,277
JHR334,80300,2025-03-30,3,84,1,98
JHR334,80350,2025-03-30,47,913,6,1298
JHR334,80400,2025-03-30,0,7,0,3
JHR334,80500,2025-03-30,0,1,0,0
JHR334,80530,2025-03-30,1,5,0,0
JHR334,80570,2025-03-30,0,1,0,0
JHR334,80594,2025-03-30,0,0,0,1
JHR334,80604,2025-03-30,0,0,0,9
JHR334,80648,2025-03-30,0,1,0,4
JHR334,80700,2025-03-30,0,1,0,2
JHR334,80990,2025-03-30,0,3,0,3
JHR334,81100,2025-03-30,1,9,0,14
JHR334,81200,2025-03-30,0,32,0,52
JHR334,81300,2025-03-30,0,9,0,4
JHR334,81400,2025-03-30,0,1,0,0
JHR334,81440,2025-03-30,0,2,0,0
JHR334,81750,2025-03-30,0,2,0,0
JHR334,81760,2025-03-30,0,1,0,0
JHR334,82100,2025-03-30,0,1,0,0
JHR334,83000,2025-03-30,0,1,0,0
JHR334,84300,2025-03-30,0,1,0,0
JHR334,84700,2025-03-30,0,1,0,0
JHR334,86500,2025-03-30,0,1,0,0
JHR334,88200,2025-03-30,0,1,0,0
JHR334,89008,2025-03-30,2,0,0,0
JHR334,89150,2025-03-30,0,1,0,0
JHR334,90000,2025-03-30,0,1,0,0
JHR334,91000,2025-03-30,0,2,0,0
JHR334,91207,2025-03-30,0,0,0,1
JHR336,1000,2025-03-30,0,2,0,0
JHR336,10150,2025-03-30,0,0,0,1
JHR336,10200,2025-03-30,0,1,0,0
JHR336,10300,2025-03-30,0,1,0,1
JHR336,10470,2025-03-30,0,1,0,0
JHR336,10990,2025-03-30,0,1,0,0
JHR336,11000,2025-03-30,1,0,0,0
JHR336,11010,2025-03-30,0,1,0,0
JHR336,11060,2025-03-30,0,1,0,0
JHR336,11500,2025-03-30,0,3,0,0
JHR336,11600,2025-03-30,0,1,0,1
JHR336,11700,2025-03-30,0,2,0,0
JHR336,11900,2025-03-30,0,1,0,0
JHR336,11920,2025-03-30,0,3,0,0
JHR336,11960,2025-03-30,0,2,0,0
JHR336,12100,2025-03-30,0,1,0,0
JHR336,12200,2025-03-30,1,1,0,0
JHR336,13200,2025-03-30,0,2,0,0
JHR336,13300,2025-03-30,0,1,0,0
JHR336,13400,2025-03-30,0,2,0,0
JHR336,13600,2025-03-30,1,0,0,0
JHR336,13700,2025-03-30,0,2,0,0
JHR336,13800,2025-03-30,1,1,0,0
JHR336,14000,2025-03-30,1,5,0,0
JHR336,14100,2025-03-30,0,2,0,0
JHR336,14200,2025-03-30,0,1,0,0
JHR336,14300,2025-03-30,0,1,0,0
JHR336,15000,2025-03-30,0,1,0,0
JHR336,15150,2025-03-30,0,2,0,0
JHR336,15200,2025-03-30,0,1,0,0
JHR336,15350,2025-03-30,0,1,0,0
JHR336,15400,2025-03-30,0,2,0,0
JHR336,16090,2025-03-30,0,1,0,0
JHR336,16100,2025-03-30,1,0,0,0
JHR336,16150,2025-03-30,0,1,0,0
JHR336,16210,2025-03-30,0,1,0,0
JHR336,16250,2025-03-30,1,1,0,0
JHR336,16300,2025-03-30,0,1,0,0
JHR336,16400,2025-03-30,0,1,0,0
JHR336,16450,2025-03-30,0,2,0,1
JHR336,16700,2025-03-30,0,1,0,0
JHR336,16800,2025-03-30,0,2,0,0
JHR336,17000,2025-03-30,0,2,0,0
JHR336,17070,2025-03-30,0,1,0,0
JHR336,17200,2025-03-30,0,1,0,0
JHR336,17600,2025-03-30,0,1,0,0
JHR336,18000,2025-03-30,0,2,0,0
JHR336,18300,2025-03-30,0,2,0,0
JHR336,20000,2025-03-30,0,1,0,0
JHR336,2100,2025-03-30,0,1,0,0
JHR336,21020,2025-03-30,0,1,0,0
JHR336,21200,2025-03-30,0,1,0,0
JHR336,21400,2025-03-30,0,1,0,0
JHR336,21600,2025-03-30,0,1,0,1
JHR336,22000,2025-03-30,2,3,0,0
JHR336,23000,2025-03-30,0,1,0,0
JHR336,23050,2025-03-30,0,1,0,0
JHR336,24000,2025-03-30,0,2,0,0
JHR336,25150,2025-03-30,0,1,0,0
JHR336,26060,2025-03-30,0,1,0,0
JHR336,26100,2025-03-30,0,1,0,0
JHR336,26400,2025-03-30,0,1,0,0
JHR336,26500,2025-03-30,0,1,0,0
JHR336,26700,2025-03-30,0,1,0,0
JHR336,26800,2025-03-30,0,1,0,0
JHR336,27000,2025-03-30,0,2,0,0
JHR336,27200,2025-03-30,0,1,0,0
JHR336,27600,2025-03-30,0,1,0,0
JHR336,28300,2025-03-30,0,1,0,0
JHR336,28700,2025-03-30,0,2,0,0
JHR336,30350,2025-03-30,0,1,0,0
JHR336,31000,2025-03-30,0,1,0,0
JHR336,31350,2025-03-30,0,1,0,0
JHR336,31500,2025-03-30,0,1,0,0
