DP No. | Delivery,Destination Postcode,T0_Date,AWB_COD_N,AWB_COD_Y,AWB_NCOD_N,AWB_NCOD_Y
JHR301,71000,2025-02-26,0,1,0,0
JHR301,71800,2025-02-26,1,0,0,0
JHR301,75460,2025-02-26,0,1,0,0
JHR301,75700,2025-02-26,0,1,0,0
JHR301,78300,2025-02-26,0,1,0,0
JHR301,79100,2025-02-26,0,2,0,0
JHR301,80000,2025-02-26,6,14,0,4
JHR301,80050,2025-02-26,2,3,0,1
JHR301,80100,2025-02-26,11,56,4,24
JHR301,80110,2025-02-26,54,205,7,151
JHR301,80150,2025-02-26,4,10,0,2
JHR301,80200,2025-02-26,1,2,0,0
JHR301,80250,2025-02-26,1,2,0,0
JHR301,80300,2025-02-26,0,3,0,0
JHR301,80350,2025-02-26,0,2,0,0
JHR301,80400,2025-02-26,2,1,0,0
JHR301,80520,2025-02-26,1,0,0,0
JHR301,80532,2025-02-26,0,1,0,0
JHR301,80990,2025-02-26,0,4,0,0
JHR301,81000,2025-02-26,0,1,1,5
JHR301,81030,2025-02-26,0,1,0,0
JHR301,81100,2025-02-26,700,4250,404,6388
JHR301,81110,2025-02-26,24,128,9,141
JHR301,81120,2025-02-26,0,4,0,0
JHR301,81200,2025-02-26,1,24,2,21
JHR301,81300,2025-02-26,0,10,0,12
JHR301,81310,2025-02-26,1,0,0,0
JHR301,81400,2025-02-26,0,1,0,1
JHR301,81440,2025-02-26,0,0,0,1
JHR301,81700,2025-02-26,7,20,1,11
JHR301,81750,2025-02-26,4,7,1,1
JHR301,81800,2025-02-26,17,46,2,22
JHR301,81810,2025-02-26,0,3,0,1
JHR301,81900,2025-02-26,0,1,0,1
JHR301,81920,2025-02-26,0,2,0,2
JHR301,82000,2025-02-26,0,1,0,0
JHR301,82100,2025-02-26,6,6,0,0
JHR301,82200,2025-02-26,0,1,0,0
JHR301,83000,2025-02-26,0,3,0,0
JHR301,84000,2025-02-26,0,1,0,0
JHR301,84100,2025-02-26,2,0,0,1
JHR301,84700,2025-02-26,0,1,0,0
JHR301,8500,2025-02-26,0,1,0,0
JHR301,85000,2025-02-26,0,2,0,0
JHR301,85200,2025-02-26,1,1,0,0
JHR301,86000,2025-02-26,2,1,0,0
JHR301,86100,2025-02-26,1,1,0,0
JHR301,86800,2025-02-26,1,1,0,0
JHR301,88300,2025-02-26,1,0,0,0
JHR301,88450,2025-02-26,0,1,0,0
JHR301,88721,2025-02-26,0,1,0,0
JHR301,89050,2025-02-26,0,1,0,0
JHR301,89058,2025-02-26,0,1,0,0
JHR301,89108,2025-02-26,0,2,0,0
JHR301,89150,2025-02-26,0,1,0,0
JHR301,89200,2025-02-26,0,1,0,0
JHR301,89320,2025-02-26,0,1,0,0
JHR301,89600,2025-02-26,0,1,0,0
JHR301,89608,2025-02-26,0,1,0,0
JHR301,89808,2025-02-26,0,1,0,0
JHR301,90200,2025-02-26,0,2,0,0
JHR301,91000,2025-02-26,0,5,0,0
JHR301,91150,2025-02-26,0,1,0,0
JHR301,91300,2025-02-26,0,1,0,0
JHR301,91308,2025-02-26,0,3,0,0
JHR301,93050,2025-02-26,0,2,0,0
JHR301,93250,2025-02-26,0,1,0,0
JHR301,94300,2025-02-26,0,2,0,0
JHR301,94500,2025-02-26,0,1,0,0
JHR301,94600,2025-02-26,0,1,0,0
JHR301,9600,2025-02-26,0,1,0,0
JHR301,96000,2025-02-26,0,2,0,0
JHR301,96400,2025-02-26,0,1,0,0
JHR301,97000,2025-02-26,0,2,0,0
JHR301,98000,2025-02-26,0,3,0,0
JHR301,<NA>,2025-02-26,0,0,1,0
JHR302,11900,2025-02-26,0,1,0,0
JHR302,11920,2025-02-26,0,1,0,0
JHR302,14000,2025-02-26,0,1,0,0
JHR302,14200,2025-02-26,1,0,0,0
JHR302,16200,2025-02-26,0,1,0,0
JHR302,16450,2025-02-26,0,1,0,0
JHR302,18000,2025-02-26,0,1,0,0
JHR302,18300,2025-02-26,1,0,0,0
JHR302,2000,2025-02-26,0,1,0,0
JHR302,2100,2025-02-26,1,0,0,0
JHR302,26080,2025-02-26,0,1,0,0
JHR302,27600,2025-02-26,0,1,0,0
JHR302,28700,2025-02-26,0,1,0,0
JHR302,31200,2025-02-26,0,0,0,1
JHR302,31750,2025-02-26,0,1,0,0
JHR302,36800,2025-02-26,0,1,0,0
JHR302,40300,2025-02-26,0,1,0,0
JHR302,40400,2025-02-26,0,1,0,0
JHR302,40460,2025-02-26,1,0,0,0
JHR302,42300,2025-02-26,0,1,0,0
JHR302,42600,2025-02-26,0,0,1,0
JHR302,42920,2025-02-26,0,1,0,0
JHR302,43000,2025-02-26,0,1,0,0
JHR302,43300,2025-02-26,0,2,0,0
JHR302,43500,2025-02-26,0,1,0,0
JHR302,45700,2025-02-26,0,1,0,0
JHR302,46000,2025-02-26,0,1,0,0
JHR302,47000,2025-02-26,0,1,0,0
JHR302,47301,2025-02-26,0,1,0,0
JHR302,47600,2025-02-26,0,0,0,1
JHR302,50200,2025-02-26,0,0,0,1
JHR302,50350,2025-02-26,0,1,0,0
JHR302,53100,2025-02-26,0,1,0,0
JHR302,55100,2025-02-26,0,0,0,1
JHR302,56100,2025-02-26,0,0,0,1
JHR302,58100,2025-02-26,0,0,1,0
JHR302,6250,2025-02-26,0,1,0,0
JHR302,62510,2025-02-26,0,1,0,0
JHR302,68000,2025-02-26,0,3,0,0
JHR302,69000,2025-02-26,1,0,0,0
JHR302,75450,2025-02-26,0,1,0,0
JHR302,80000,2025-02-26,9,20,0,4
JHR302,80050,2025-02-26,4,10,0,2
JHR302,80100,2025-02-26,4,27,0,18
JHR302,80110,2025-02-26,2,8,0,3
JHR302,80150,2025-02-26,0,2,1,0
JHR302,80200,2025-02-26,7,48,1,41
JHR302,80250,2025-02-26,3,5,0,1
JHR302,80300,2025-02-26,0,7,0,0
JHR302,80350,2025-02-26,5,40,1,37
JHR302,80500,2025-02-26,0,0,0,1
JHR302,80518,2025-02-26,0,1,0,0
JHR302,80530,2025-02-26,0,1,0,0
JHR302,80620,2025-02-26,0,1,0,0
JHR302,80750,2025-02-26,0,0,0,1
JHR302,80990,2025-02-26,0,1,0,1
JHR302,81030,2025-02-26,0,1,0,0
JHR302,81100,2025-02-26,34,131,5,62
JHR302,81110,2025-02-26,0,7,0,2
JHR302,81120,2025-02-26,1,12,0,7
JHR302,81200,2025-02-26,656,4779,210,5572
JHR302,81250,2025-02-26,1,1,0,0
JHR302,81300,2025-02-26,10,46,0,20
JHR302,81400,2025-02-26,8,7,0,1
JHR302,81550,2025-02-26,0,1,0,0
JHR302,81700,2025-02-26,3,0,1,3
JHR302,81750,2025-02-26,0,1,0,0
JHR302,81800,2025-02-26,1,0,0,0
JHR302,82100,2025-02-26,4,6,0,2
JHR302,83000,2025-02-26,1,0,0,0
JHR302,86000,2025-02-26,0,3,0,0
JHR302,86100,2025-02-26,2,0,0,0
JHR302,86800,2025-02-26,1,0,0,0
JHR302,89000,2025-02-26,0,1,0,0
JHR302,89100,2025-02-26,4,0,0,0
JHR302,89108,2025-02-26,0,0,0,1
JHR302,93050,2025-02-26,1,0,0,0
JHR302,93450,2025-02-26,0,1,0,0
JHR302,97000,2025-02-26,0,2,0,0
JHR302,<NA>,2025-02-26,0,0,1,1
JHR307,11920,2025-02-26,0,1,0,0
JHR307,26800,2025-02-26,9,2,0,1
JHR307,46000,2025-02-26,0,1,0,0
JHR307,47610,2025-02-26,0,1,0,0
JHR307,80000,2025-02-26,0,1,0,0
JHR307,80700,2025-02-26,0,1,0,0
JHR307,81020,2025-02-26,1,0,0,0
JHR307,81100,2025-02-26,0,0,0,1
JHR307,81440,2025-02-26,0,0,0,1
JHR307,81900,2025-02-26,1,0,0,0
JHR307,85200,2025-02-26,1,0,0,0
JHR307,86000,2025-02-26,4,15,0,4
JHR307,86007,2025-02-26,0,2,0,0
JHR307,86700,2025-02-26,27,361,4,147
JHR307,86800,2025-02-26,87,2260,1,1307
JHR307,86810,2025-02-26,2,11,0,3
JHR307,86900,2025-02-26,0,2,0,0
JHR310,11900,2025-02-26,0,1,0,0
JHR310,11920,2025-02-26,0,1,0,0
JHR310,13100,2025-02-26,0,1,0,0
JHR310,13700,2025-02-26,0,1,0,0
JHR310,16080,2025-02-26,0,1,0,0
JHR310,16150,2025-02-26,0,1,0,0
JHR310,18300,2025-02-26,0,1,0,0
JHR310,18500,2025-02-26,1,0,0,0
JHR310,21700,2025-02-26,0,1,0,0
JHR310,23000,2025-02-26,0,1,0,0
JHR310,24000,2025-02-26,0,1,0,0
JHR310,25050,2025-02-26,0,1,0,0
JHR310,26300,2025-02-26,0,1,0,0
JHR310,26660,2025-02-26,0,1,0,0
JHR310,26700,2025-02-26,0,1,0,0
JHR310,31900,2025-02-26,0,1,0,0
JHR310,33100,2025-02-26,0,1,0,0
JHR310,34200,2025-02-26,0,1,0,0
JHR310,34600,2025-02-26,0,1,0,0
JHR310,40400,2025-02-26,1,0,0,0
JHR310,41050,2025-02-26,0,0,0,1
JHR310,42000,2025-02-26,0,1,0,0
JHR310,42200,2025-02-26,0,1,0,0
JHR310,42300,2025-02-26,0,1,0,0
JHR310,43650,2025-02-26,0,3,0,0
JHR310,43950,2025-02-26,0,1,0,0
JHR310,44300,2025-02-26,0,1,0,0
JHR310,45000,2025-02-26,1,0,0,0
JHR310,47000,2025-02-26,0,2,0,0
JHR310,47830,2025-02-26,1,0,0,0
JHR310,50100,2025-02-26,0,1,0,0
JHR310,52200,2025-02-26,0,1,0,0
JHR310,54200,2025-02-26,0,1,0,0
JHR310,56000,2025-02-26,0,0,0,1
JHR310,56100,2025-02-26,0,1,0,0
JHR310,58000,2025-02-26,0,1,0,0
JHR310,62250,2025-02-26,0,0,0,1
JHR310,6800,2025-02-26,1,0,0,0
JHR310,75260,2025-02-26,0,1,0,0
JHR310,78200,2025-02-26,0,1,0,0
JHR310,80000,2025-02-26,1,8,1,3
JHR310,80050,2025-02-26,1,2,0,0
JHR310,80110,2025-02-26,0,1,0,0
JHR310,80150,2025-02-26,1,2,0,1
JHR310,80200,2025-02-26,0,1,0,1
JHR310,80350,2025-02-26,1,1,0,2
JHR310,80500,2025-02-26,0,1,0,0
JHR310,80504,2025-02-26,0,1,0,0
JHR310,80517,2025-02-26,0,1,0,0
JHR310,80670,2025-02-26,0,1,0,0
JHR310,80700,2025-02-26,0,4,0,0
JHR310,80710,2025-02-26,1,2,0,0
JHR310,80730,2025-02-26,0,0,0,1
JHR310,80750,2025-02-26,1,0,0,0
JHR310,81100,2025-02-26,3,24,2,4
JHR310,81110,2025-02-26,1,0,0,1
JHR310,81200,2025-02-26,5,1,2,0
JHR310,81250,2025-02-26,2,6,0,0
JHR310,81300,2025-02-26,3,13,1,5
JHR310,81310,2025-02-26,1,1,0,1
JHR310,81400,2025-02-26,0,0,0,2
JHR310,81550,2025-02-26,1,0,0,0
JHR310,81700,2025-02-26,1619,8041,1247,8770
JHR310,81750,2025-02-26,110,449,33,222
JHR310,81760,2025-02-26,20,118,10,76
JHR310,81850,2025-02-26,2,1,0,0
JHR310,81960,2025-02-26,0,0,1,0
JHR310,82100,2025-02-26,1,5,0,0
JHR310,83100,2025-02-26,0,0,1,0
JHR310,83400,2025-02-26,0,1,0,0
JHR310,84000,2025-02-26,0,1,0,0
JHR310,84300,2025-02-26,0,1,0,0
JHR310,84400,2025-02-26,0,1,0,0
JHR310,84900,2025-02-26,1,0,0,0
JHR310,85000,2025-02-26,1,0,0,0
JHR310,86100,2025-02-26,0,1,0,0
JHR310,86700,2025-02-26,1,0,0,0
JHR310,88000,2025-02-26,0,2,0,0
JHR310,88450,2025-02-26,0,2,0,0
JHR310,89050,2025-02-26,0,1,0,0
JHR310,89200,2025-02-26,0,1,0,0
JHR310,89600,2025-02-26,0,1,0,0
JHR310,90000,2025-02-26,0,1,0,0
JHR310,91000,2025-02-26,0,1,0,0
JHR310,91100,2025-02-26,0,1,0,0
JHR310,91150,2025-02-26,1,0,0,0
JHR310,91207,2025-02-26,0,2,0,1
JHR310,91300,2025-02-26,0,1,0,0
JHR310,93450,2025-02-26,0,1,0,0
JHR310,9400,2025-02-26,0,1,0,0
JHR310,96000,2025-02-26,0,1,0,0
JHR310,<NA>,2025-02-26,0,0,1,0
JHR315,15200,2025-02-26,0,1,0,0
JHR315,16050,2025-02-26,0,1,0,0
JHR315,16200,2025-02-26,0,1,0,0
JHR315,17600,2025-02-26,0,1,0,0
JHR315,21200,2025-02-26,0,1,0,0
JHR315,26040,2025-02-26,1,0,0,0
JHR315,28300,2025-02-26,0,1,0,0
JHR315,42100,2025-02-26,0,1,0,0
JHR315,47300,2025-02-26,0,1,0,0
JHR315,50000,2025-02-26,0,1,0,0
JHR315,52100,2025-02-26,0,1,0,0
JHR315,52200,2025-02-26,0,0,1,1
JHR315,56000,2025-02-26,1,0,0,0
JHR315,68000,2025-02-26,0,1,0,0
JHR315,68100,2025-02-26,0,2,0,0
JHR315,78000,2025-02-26,0,2,0,0
JHR315,80000,2025-02-26,1,3,0,6
JHR315,80100,2025-02-26,1,8,0,2
JHR315,80110,2025-02-26,6,20,0,10
JHR315,80300,2025-02-26,2,8,1,9
JHR315,80350,2025-02-26,0,1,0,0
JHR315,80400,2025-02-26,2,3,0,2
JHR315,80500,2025-02-26,0,0,0,1
JHR315,80504,2025-02-26,0,0,0,1
JHR315,80508,2025-02-26,0,1,0,0
JHR315,80990,2025-02-26,0,1,0,0
JHR315,81000,2025-02-26,5,25,1,22
JHR315,81010,2025-02-26,2,4,0,1
JHR315,81020,2025-02-26,1,0,0,0
JHR315,81030,2025-02-26,32,93,2,84
JHR315,81040,2025-02-26,2,3,1,6
JHR315,81100,2025-02-26,7,11,1,24
JHR315,81110,2025-02-26,51,218,20,337
JHR315,81120,2025-02-26,0,3,0,0
JHR315,81200,2025-02-26,0,5,4,4
JHR315,81250,2025-02-26,1,0,1,8
JHR315,81300,2025-02-26,121,702,79,1039
JHR315,81310,2025-02-26,4,12,1,5
JHR315,81400,2025-02-26,347,1552,61,2451
JHR315,81410,2025-02-26,6,17,0,10
JHR315,81500,2025-02-26,1,0,0,0
JHR315,81550,2025-02-26,0,1,0,1
JHR315,81560,2025-02-26,0,5,0,0
JHR315,81700,2025-02-26,0,1,0,0
JHR315,82000,2025-02-26,5,0,0,2
JHR315,82100,2025-02-26,2,0,0,0
JHR315,83100,2025-02-26,1,0,0,0
JHR315,84100,2025-02-26,0,0,0,1
JHR315,86100,2025-02-26,1,0,0,0
JHR315,86700,2025-02-26,0,0,0,3
JHR315,88450,2025-02-26,1,0,0,0
JHR315,89000,2025-02-26,0,1,0,0
JHR315,89007,2025-02-26,0,1,0,0
JHR315,89600,2025-02-26,0,1,0,0
JHR315,91308,2025-02-26,0,1,0,0
JHR315,96100,2025-02-26,0,1,0,0
JHR315,<NA>,2025-02-26,0,0,1,0
JHR319,21020,2025-02-26,0,1,0,0
JHR319,75450,2025-02-26,0,1,0,0
JHR319,82100,2025-02-26,1,0,0,0
JHR319,83050,2025-02-26,1,0,0,0
JHR319,83700,2025-02-26,0,1,0,0
JHR319,84000,2025-02-26,0,1,0,0
JHR319,84030,2025-02-26,0,5,0,4
JHR319,84050,2025-02-26,0,1,0,0
JHR319,85000,2025-02-26,53,279,9,104
JHR319,85009,2025-02-26,0,0,1,0
JHR319,85010,2025-02-26,3,2,0,0
JHR319,85030,2025-02-26,21,122,3,38
JHR319,85040,2025-02-26,0,0,0,3
JHR319,85100,2025-02-26,0,1,0,0
JHR319,85200,2025-02-26,0,0,0,1
JHR319,85300,2025-02-26,130,1569,26,927
JHR319,85400,2025-02-26,65,482,9,234
JHR319,86009,2025-02-26,0,0,0,1
JHR319,86200,2025-02-26,0,0,0,1
JHR319,86500,2025-02-26,29,222,0,58
JHR319,91207,2025-02-26,0,1,0,0
JHR334,10350,2025-02-26,0,0,0,1
JHR334,17020,2025-02-26,1,0,0,0
JHR334,18000,2025-02-26,1,0,0,0
JHR334,43000,2025-02-26,0,1,0,0
JHR334,43200,2025-02-26,0,0,0,1
JHR334,47830,2025-02-26,0,1,0,0
JHR334,52200,2025-02-26,0,1,0,0
JHR334,6010,2025-02-26,0,1,0,0
JHR334,68000,2025-02-26,1,0,1,0
JHR334,68100,2025-02-26,1,0,0,0
JHR334,80000,2025-02-26,15,27,3,8
JHR334,80050,2025-02-26,4,10,0,6
JHR334,80100,2025-02-26,9,14,3,3
JHR334,80110,2025-02-26,0,1,0,1
JHR334,80150,2025-02-26,4,9,0,5
JHR334,80200,2025-02-26,3,10,0,29
JHR334,80250,2025-02-26,167,441,72,363
JHR334,80300,2025-02-26,58,75,34,100
JHR334,80350,2025-02-26,249,1183,81,1746
JHR334,80400,2025-02-26,3,5,1,4
JHR334,80500,2025-02-26,0,3,0,0
JHR334,80503,2025-02-26,0,2,0,0
JHR334,80520,2025-02-26,0,0,1,0
JHR334,80530,2025-02-26,2,0,0,1
JHR334,80532,2025-02-26,1,0,0,0
JHR334,80570,2025-02-26,0,1,0,0
JHR334,80604,2025-02-26,0,0,1,21
JHR334,80648,2025-02-26,0,5,0,3
JHR334,80700,2025-02-26,0,4,0,2
JHR334,80720,2025-02-26,0,0,0,1
JHR334,80800,2025-02-26,0,0,2,0
JHR334,80990,2025-02-26,1,1,0,13
JHR334,81000,2025-02-26,0,0,1,0
JHR334,81030,2025-02-26,0,1,0,0
JHR334,81100,2025-02-26,7,10,3,15
JHR334,81110,2025-02-26,0,0,0,1
JHR334,81200,2025-02-26,31,33,55,51
JHR334,81300,2025-02-26,3,15,1,2
JHR334,81440,2025-02-26,0,0,0,1
JHR334,81700,2025-02-26,0,0,0,1
JHR334,81750,2025-02-26,0,2,0,0
JHR334,81800,2025-02-26,0,1,0,1
JHR334,81850,2025-02-26,1,0,0,0
JHR334,81920,2025-02-26,1,0,0,0
JHR334,81930,2025-02-26,1,0,0,0
JHR334,82000,2025-02-26,0,0,0,1
JHR334,82100,2025-02-26,2,1,0,1
JHR334,84400,2025-02-26,1,0,0,0
JHR334,85100,2025-02-26,0,0,0,1
JHR334,85200,2025-02-26,4,0,0,0
JHR334,86100,2025-02-26,1,0,1,0
JHR334,88450,2025-02-26,1,1,0,0
JHR334,88857,2025-02-26,1,0,0,0
JHR334,89008,2025-02-26,2,0,0,0
JHR334,89150,2025-02-26,1,0,0,0
JHR334,90000,2025-02-26,1,0,0,0
JHR334,94700,2025-02-26,2,0,0,0
JHR334,97000,2025-02-26,0,1,0,0
JHR334,<NA>,2025-02-26,0,0,1,0
JHR336,1000,2025-02-26,0,2,0,0
JHR336,10150,2025-02-26,0,0,1,0
JHR336,11200,2025-02-26,0,1,0,0
JHR336,11600,2025-02-26,0,1,0,0
JHR336,11900,2025-02-26,0,2,0,0
JHR336,13110,2025-02-26,0,1,0,0
JHR336,13300,2025-02-26,0,1,0,0
JHR336,13310,2025-02-26,0,1,0,0
JHR336,13700,2025-02-26,0,1,0,0
JHR336,14110,2025-02-26,0,1,0,0
JHR336,14200,2025-02-26,0,1,0,0
JHR336,15200,2025-02-26,0,1,0,0
JHR336,15350,2025-02-26,0,1,0,0
JHR336,16010,2025-02-26,0,1,0,0
JHR336,16150,2025-02-26,0,2,0,0
JHR336,16210,2025-02-26,0,1,0,0
JHR336,16370,2025-02-26,0,1,0,0
JHR336,16700,2025-02-26,0,1,0,0
JHR336,16810,2025-02-26,0,2,0,0
JHR336,17200,2025-02-26,0,1,0,0
JHR336,17500,2025-02-26,1,2,0,0
JHR336,17700,2025-02-26,0,1,0,0
JHR336,18000,2025-02-26,0,2,0,0
JHR336,18300,2025-02-26,0,2,0,0
JHR336,18500,2025-02-26,0,2,0,0
JHR336,21080,2025-02-26,0,1,0,0
JHR336,21300,2025-02-26,0,1,0,0
JHR336,21400,2025-02-26,0,1,0,0
JHR336,21600,2025-02-26,0,1,0,0
JHR336,21800,2025-02-26,0,1,0,0
JHR336,21810,2025-02-26,0,1,0,0
JHR336,23100,2025-02-26,0,1,0,0
JHR336,24000,2025-02-26,0,2,0,0
JHR336,24300,2025-02-26,0,1,0,0
JHR336,2500,2025-02-26,0,1,0,0
JHR336,25150,2025-02-26,0,1,0,0
JHR336,25300,2025-02-26,0,1,0,0
JHR336,26080,2025-02-26,0,1,0,0
JHR336,26140,2025-02-26,0,1,0,0
JHR336,26250,2025-02-26,0,1,0,0
JHR336,26300,2025-02-26,0,0,0,1
JHR336,26400,2025-02-26,0,2,0,0
JHR336,26600,2025-02-26,0,2,0,0
JHR336,26690,2025-02-26,0,1,0,0
JHR336,26700,2025-02-26,0,3,0,0
JHR336,26900,2025-02-26,0,1,0,0
JHR336,2700,2025-02-26,0,1,0,0
JHR336,27050,2025-02-26,0,1,0,0
JHR336,27600,2025-02-26,0,1,0,0
JHR336,28000,2025-02-26,0,1,0,0
JHR336,28200,2025-02-26,0,1,0,0
JHR336,28330,2025-02-26,0,1,0,0
JHR336,28340,2025-02-26,0,1,0,0
JHR336,28400,2025-02-26,0,2,0,0
JHR336,28600,2025-02-26,0,1,0,0
JHR336,28700,2025-02-26,0,1,0,0
JHR336,31200,2025-02-26,0,1,0,0
JHR336,31350,2025-02-26,0,1,0,0
JHR336,31600,2025-02-26,0,1,0,0
JHR336,31900,2025-02-26,0,1,0,0
JHR336,34000,2025-02-26,0,1,0,0
JHR336,34200,2025-02-26,0,1,0,0
JHR336,34700,2025-02-26,0,1,0,0
JHR336,35000,2025-02-26,0,1,0,0
JHR336,35500,2025-02-26,0,1,0,0
JHR336,36000,2025-02-26,0,1,0,0
JHR336,40150,2025-02-26,0,1,0,0
JHR336,40170,2025-02-26,0,2,0,0
JHR336,40300,2025-02-26,0,1,0,0
JHR336,40400,2025-02-26,0,3,0,0
JHR336,40470,2025-02-26,0,1,0,0
JHR336,41000,2025-02-26,0,2,0,0
JHR336,41050,2025-02-26,0,6,0,0
JHR336,41200,2025-02-26,0,4,0,0
JHR336,42000,2025-02-26,0,3,0,2
JHR336,42100,2025-02-26,0,1,0,0
JHR336,42200,2025-02-26,0,1,0,0
JHR336,42500,2025-02-26,1,0,0,0
JHR336,42700,2025-02-26,0,3,0,0
JHR336,42920,2025-02-26,0,1,0,0
JHR336,43000,2025-02-26,0,5,0,0
JHR336,43100,2025-02-26,0,3,0,0
JHR336,43200,2025-02-26,0,3,0,0
JHR336,43300,2025-02-26,0,2,0,0
JHR336,43500,2025-02-26,0,2,0,0
JHR336,43600,2025-02-26,0,2,0,0
JHR336,43800,2025-02-26,0,2,0,0
JHR336,45000,2025-02-26,0,1,0,0
JHR336,45010,2025-02-26,0,1,0,0
JHR336,45500,2025-02-26,0,1,0,0
JHR336,45600,2025-02-26,0,1,0,0
JHR336,46150,2025-02-26,0,1,0,0
JHR336,46200,2025-02-26,0,1,0,0
JHR336,47000,2025-02-26,0,5,0,0
JHR336,47100,2025-02-26,0,5,0,0
JHR336,47120,2025-02-26,0,1,0,0
JHR336,47130,2025-02-26,0,3,0,0
JHR336,47150,2025-02-26,0,2,0,0
JHR336,47160,2025-02-26,0,2,0,0
JHR336,47300,2025-02-26,0,2,0,0
JHR336,47600,2025-02-26,0,1,0,0
JHR336,47610,2025-02-26,0,1,0,0
JHR336,47810,2025-02-26,0,2,0,0
JHR336,48000,2025-02-26,1,1,0,0
JHR336,48050,2025-02-26,0,1,0,0
JHR336,48100,2025-02-26,0,1,0,0
JHR336,48300,2025-02-26,0,2,0,0
JHR336,5000,2025-02-26,0,2,0,0
JHR336,50000,2025-02-26,0,2,0,0
JHR336,50470,2025-02-26,0,1,0,0
JHR336,50505,2025-02-26,0,1,0,0
JHR336,51200,2025-02-26,0,1,0,0
JHR336,52000,2025-02-26,0,1,0,0
JHR336,52100,2025-02-26,0,1,0,0
JHR336,52200,2025-02-26,0,2,0,0
JHR336,52210,2025-02-26,0,1,0,0
JHR336,53000,2025-02-26,0,1,0,0
JHR336,53200,2025-02-26,0,1,0,0
JHR336,53300,2025-02-26,0,1,0,0
JHR336,55100,2025-02-26,0,3,0,0
JHR336,55200,2025-02-26,0,1,0,0
JHR336,57000,2025-02-26,0,1,0,0
JHR336,57100,2025-02-26,0,2,0,0
JHR336,58200,2025-02-26,0,1,0,0
JHR336,6000,2025-02-26,0,1,0,0
JHR336,60000,2025-02-26,0,1,0,0
JHR336,6200,2025-02-26,0,1,0,0
JHR336,6300,2025-02-26,0,1,0,0
